iteration,loss_dis_a,loss_dis_b,loss_dis_total,loss_gen_adv_a,loss_gen_adv_b,loss_gen_cyc_x_a,loss_gen_cyc_x_b,loss_gen_recon_kl_a,loss_gen_recon_kl_b,loss_gen_recon_kl_cyc_aba,loss_gen_recon_kl_cyc_bab,loss_gen_recon_x_a,loss_gen_recon_x_b,loss_gen_total,loss_gen_vgg_a,loss_gen_vgg_b
3740,0.2332073450088501,0.08655484020709991,0.3197621703147888,2.6267120838165283,2.802882194519043,0.3761161267757416,0.4602230489253998,1.1755304336547852,1.7160860300064087,1.4467065334320068,1.1391935348510742,0.3650806248188019,0.4066489040851593,21.56505584716797,0,0
3795,0.20820550620555878,0.06621380150318146,0.27441930770874023,2.66980242729187,2.9149835109710693,0.37167200446128845,0.4664379954338074,1.173512578010559,1.779412031173706,1.4142837524414062,1.1797878742218018,0.3642181158065796,0.40931272506713867,21.756662368774414,0,0
3850,0.20731058716773987,0.06964468210935593,0.2769552767276764,2.7260689735412598,2.910290241241455,0.37322062253952026,0.45657220482826233,1.184765100479126,1.723816990852356,1.4189033508300781,1.1486767530441284,0.3652809262275696,0.4051971733570099,21.693828582763672,0,0
3905,0.21793940663337708,0.06837134808301926,0.28631076216697693,2.636314868927002,2.865142345428467,0.3693608343601227,0.45183947682380676,1.1610547304153442,1.696006417274475,1.3952783346176147,1.1283010244369507,0.362264484167099,0.40315011143684387,21.421411514282227,0,0
3960,0.22091028094291687,0.06009494140744209,0.28100523352622986,2.636286497116089,2.8891429901123047,0.37439438700675964,0.473193496465683,1.1685503721237183,1.8555824756622314,1.412293553352356,1.2398250102996826,0.3650858998298645,0.4128713309764862,21.8376407623291,0,0
4015,0.21645967662334442,0.09106732159852982,0.30752700567245483,2.5924103260040283,2.708062171936035,0.3729238212108612,0.4507881999015808,1.1807156801223755,1.7129610776901245,1.4476603269577026,1.1457210779190063,0.3651474714279175,0.40294480323791504,21.273386001586914,0,0
4070,0.21054601669311523,0.07292197644710541,0.28346800804138184,2.5925464630126953,2.784151792526245,0.3716316819190979,0.4462282359600067,1.1739851236343384,1.671348214149475,1.4415806531906128,1.121060848236084,0.36394378542900085,0.40138694643974304,21.262683868408203,0,0
4125,0.19538076221942902,0.05836901068687439,0.2537497878074646,2.698535442352295,2.8915090560913086,0.37446239590644836,0.47603434324264526,1.1727463006973267,1.811670184135437,1.4301289319992065,1.2121832370758057,0.365146279335022,0.4114963710308075,21.917705535888672,0,0
4180,0.2071809023618698,0.06205599009990692,0.26923689246177673,2.7234833240509033,2.9028196334838867,0.37480223178863525,0.45183423161506653,1.1751459836959839,1.6683005094528198,1.424275517463684,1.1286864280700684,0.36528971791267395,0.4012884497642517,21.61241340637207,0,0
4235,0.22085845470428467,0.07405301183462143,0.2949114739894867,2.7403619289398193,2.9585540294647217,0.37369874119758606,0.5067304968833923,1.1855556964874268,1.906909465789795,1.415596604347229,1.2446907758712769,0.3646290898323059,0.41691556572914124,22.376182556152344,0,0
4290,0.20275872945785522,0.05813751369714737,0.260896235704422,2.624490261077881,2.9000439643859863,0.37060678005218506,0.45536482334136963,1.1645219326019287,1.7301785945892334,1.4330346584320068,1.1549054384231567,0.3632967174053192,0.4031780958175659,21.50382423400879,0,0
4345,0.22212214767932892,0.05725539103150368,0.2793775498867035,2.560389757156372,2.8710598945617676,0.37047916650772095,0.4642750918865204,1.1763792037963867,1.7819088697433472,1.429735541343689,1.1925482749938965,0.36369025707244873,0.40477254986763,21.519424438476562,0,0
4400,0.20841620862483978,0.05586007237434387,0.26427626609802246,2.739590644836426,2.8410186767578125,0.3705610930919647,0.4564928412437439,1.1577609777450562,1.7189838886260986,1.4321004152297974,1.153098225593567,0.36328721046447754,0.4032759666442871,21.571399688720703,0,0
4455,0.20007598400115967,0.05258914828300476,0.25266513228416443,2.6976735591888428,2.935421943664551,0.3692925274372101,0.45213767886161804,1.167038917541504,1.7403640747070312,1.4289849996566772,1.1742284297943115,0.3632183074951172,0.4029654860496521,21.564342498779297,0,0
4510,0.19930103421211243,0.4409850239753723,0.6402860879898071,2.679202079772949,2.994075298309326,0.3706987202167511,0.44628751277923584,1.1699758768081665,1.6665053367614746,1.4303789138793945,1.1188369989395142,0.36381834745407104,0.39814096689224243,21.51658821105957,0,0
4565,0.201369971036911,0.06312438100576401,0.2644943594932556,2.6972570419311523,2.9076051712036133,0.3706568479537964,0.44940656423568726,1.1767160892486572,1.7051568031311035,1.3974254131317139,1.1474225521087646,0.36338773369789124,0.399868369102478,21.492326736450195,0,0
4620,0.2209233194589615,0.07931089401245117,0.30023419857025146,2.5886640548706055,2.8897292613983154,0.3752206861972809,0.44605371356010437,1.1932036876678467,1.675422191619873,1.3979413509368896,1.1360067129135132,0.3659689426422119,0.3977077007293701,21.381929397583008,0,0
4675,0.19589227437973022,0.056410808116197586,0.2523030936717987,2.581845283508301,2.8567397594451904,0.3703240156173706,0.4603146016597748,1.167237401008606,1.8092952966690063,1.4056179523468018,1.185999870300293,0.362667053937912,0.4034075140953064,21.461397171020508,0,0
4730,0.19513225555419922,0.05566698685288429,0.2507992386817932,2.673490524291992,2.906208038330078,0.3700632154941559,0.46491432189941406,1.1963388919830322,1.8054609298706055,1.4331101179122925,1.203529715538025,0.3634568154811859,0.4044739902019501,21.66516876220703,0,0
4785,0.19805960357189178,0.07557270675897598,0.27363231778144836,2.701826333999634,2.823434352874756,0.37247857451438904,0.45030590891838074,1.202553153038025,1.6793156862258911,1.4299325942993164,1.146010398864746,0.36386993527412415,0.39764609932899475,21.42284393310547,0,0
4840,0.19698049128055573,0.06195820868015289,0.2589386999607086,2.7471508979797363,2.90865421295166,0.3683255910873413,0.4486190378665924,1.1656066179275513,1.7237153053283691,1.408578872680664,1.1334682703018188,0.36253586411476135,0.39853861927986145,21.490310668945312,0,0
4895,0.19998803734779358,0.05880415812134743,0.2587921917438507,2.7019689083099365,2.9047164916992188,0.3722894489765167,0.45028865337371826,1.1584516763687134,1.7147562503814697,1.4255940914154053,1.1116751432418823,0.36476826667785645,0.3988785147666931,21.52303695678711,0,0
4950,0.20209679007530212,0.04654563590884209,0.2486424297094345,2.7007241249084473,2.887024402618408,0.3710249066352844,0.46971482038497925,1.1461002826690674,1.8359146118164062,1.4312160015106201,1.162074089050293,0.36360129714012146,0.4043557047843933,21.730470657348633,0,0
5005,0.21177636086940765,0.06592696160078049,0.27770331501960754,2.744976043701172,2.8315348625183105,0.3685581684112549,0.4458320736885071,1.145029902458191,1.692934513092041,1.455522894859314,1.1216264963150024,0.36201828718185425,0.3959023058414459,21.353771209716797,0,0
5060,0.28957685828208923,0.06287357956171036,0.352450430393219,2.322808265686035,2.875575065612793,0.36937466263771057,0.4519801735877991,1.1646262407302856,1.7267746925354004,1.4693739414215088,1.1456071138381958,0.3622978925704956,0.39824408292770386,21.072416305541992,0,0
5115,0.19849635660648346,0.05452032759785652,0.2530166804790497,2.6206538677215576,2.9251255989074707,0.36980631947517395,0.4500642418861389,1.162441611289978,1.733149766921997,1.4524956941604614,1.1712844371795654,0.36294153332710266,0.39861980080604553,21.415292739868164,0,0
5170,0.21004357933998108,0.05345788598060608,0.26350146532058716,2.6711416244506836,2.964555501937866,0.3698728680610657,0.45782965421676636,1.157601237297058,1.78774893283844,1.421923041343689,1.180385947227478,0.36293965578079224,0.4015186131000519,21.612781524658203,0,0
5225,0.20343218743801117,0.059684306383132935,0.2631164789199829,2.660087823867798,2.910426378250122,0.3703336715698242,0.4501306712627411,1.1539976596832275,1.7297145128250122,1.4199491739273071,1.1486930847167969,0.36357590556144714,0.39853745698928833,21.45081329345703,0,0
5280,0.19785374402999878,0.062127865850925446,0.25998160243034363,2.710387945175171,2.8146467208862305,0.37071850895881653,0.4557866156101227,1.1413367986679077,1.7300282716751099,1.4588228464126587,1.1330097913742065,0.36326321959495544,0.40003567934036255,21.477706909179688,0,0
5335,0.19118531048297882,0.04723154753446579,0.238416850566864,2.7393298149108887,2.91060209274292,0.3680201768875122,0.4612703323364258,1.154078483581543,1.8222428560256958,1.420509696006775,1.2003605365753174,0.3623635172843933,0.4030683934688568,21.65312957763672,0,0
5390,0.2017364203929901,0.06369540840387344,0.26543182134628296,2.660327672958374,2.890122652053833,0.3693717122077942,0.44485026597976685,1.148753046989441,1.6522588729858398,1.376402735710144,1.1017366647720337,0.36315691471099854,0.39545300602912903,21.331558227539062,0,0
5445,0.18773449957370758,0.051798027008771896,0.23953253030776978,2.7882132530212402,2.912087917327881,0.3684177100658417,0.4479796290397644,1.137885332107544,1.7122995853424072,1.4081125259399414,1.112750768661499,0.3623048961162567,0.39723655581474304,21.51340103149414,0,0
5500,0.19079196453094482,0.09326281398534775,0.28405478596687317,2.6646223068237305,2.7107152938842773,0.37051641941070557,0.4456896185874939,1.1653902530670166,1.6891230344772339,1.404085397720337,1.1222676038742065,0.36345720291137695,0.39646121859550476,21.19038963317871,0,0
5555,0.19455446302890778,0.05722862854599953,0.2517831027507782,2.6823673248291016,2.9428954124450684,0.37035509943962097,0.44467973709106445,1.1640275716781616,1.689681053161621,1.4156345129013062,1.1044107675552368,0.36400488018989563,0.3955608904361725,21.425006866455078,0,0
5610,0.17940863966941833,0.04305572435259819,0.22246436774730682,2.7138671875,2.950803279876709,0.36802938580513,0.4618774354457855,1.1297420263290405,1.816402554512024,1.4106061458587646,1.1629565954208374,0.3619597852230072,0.4017985165119171,21.656518936157227,0,0
5665,0.18695589900016785,0.05634280666708946,0.2432987093925476,2.6890668869018555,2.933079719543457,0.37240704894065857,0.45500448346138,1.1501798629760742,1.7392488718032837,1.452066421508789,1.1292710304260254,0.36378446221351624,0.3979693651199341,21.56850814819336,0,0
5720,0.1892726868391037,0.046502746641635895,0.2357754409313202,2.7476580142974854,2.88889479637146,0.36782559752464294,0.4801848828792572,1.1160532236099243,1.8495045900344849,1.4063078165054321,1.1681791543960571,0.36156052350997925,0.4043307900428772,21.83097267150879,0,0
5775,0.1838693469762802,0.046961311250925064,0.23083065450191498,2.6895923614501953,2.9237284660339355,0.36984989047050476,0.4463699758052826,1.161239743232727,1.6313343048095703,1.4736038446426392,1.080026388168335,0.36276113986968994,0.3947375416755676,21.403966903686523,0,0
